Name,Sips Url,Cocktails,Wine,Beer,Half-Priced Appetizers,RW Url,Details,Deals Offered,Deal Website,Open Table Link,Address,Latitude,Longitude,Website,Categories,Price,Review Count,Photo,Sips Participant,Restaurant Week Participant,Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Accepts Cryptocurrency,Outdoor Seating,Trendy,Classy,Moderate Noise,Casual Dress,Offers Catering,Good for Dinner,Street Parking,Validated Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Gender-neutral restrooms,Good For Kids,Bike Parking,Neighborhoods,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Casual,Good for Lunch,Dinner,Waiter Service,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Pool Table,Wi-Fi,Dogs Allowed,Wheelchair Accessible,Heated Outdoor Seating,Private Dining,Happy Hour,Smoking,Covered Outdoor Seating,Reservations,Quiet,Valet Parking,Good For Dancing,Good For Working,Dogs Not Allowed,Takeout,Delivery,Limited Vegetarian Options,Good for Brunch,Garage Parking,Loud,Late Night,Plastic-free packaging,Provides reusable tableware,Walk-ins Welcome,Intimate,Romantic,Upscale,Private Lot Parking,Smoking Outside Only,Offers Military Discount,Open to All,Pescatarian Options,Best nights on Wednesday,Dressy,Keto Options,Drive-Thru,Not Wheelchair Accessible,Good for Breakfast,Lunch,Beer and Wine Only,Best nights on Monday,Best nights on Tuesday,Good For Groups,Good for Late Night,Best nights on Sunday,Dessert,Live Music,Hipster,Alcohol,Women-owned,Yelp Rating,Restaurant Week Score,Popularity Score,Good for Groups,Compostable containers available,Brunch,Bring your own container allowed,Touristy,Latinx-owned,Asian-owned,Divey,Smoking Allowed,Vegetarian Options,Black-owned,DJ,Background Music,Soy-Free Options,Dairy-Free Options,Juke Box,EV charging station available,Gluten-Free Options,Karaoke,Good for Working,Virtual restaurant,Online ordering-only,LGBTQ-owned,All Ages,Very Loud,Paid Wi-Fi,Veteran-owned,By Appointment Only,Good for Dessert
Chez Colette,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#chez-colette-2,Participating in dinner only. Closed Sunday and Monday. Offering indoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/clmgcq3f1chj5m8qdir86oq2q-chezcollette.pdf,https://www.opentable.com/restaurant/profile/7299/reserve?ref=9169,"120 S 17th St, Philadelphia, PA 19103",39.95093385,-75.16964767951899,https://www.sofitel-philadelphia.com/dining-lounge,"['French', 'Breakfast & Brunch', 'Cocktail Bars']",$$,38.0,https://s3.amazonaws.com/static-webstudio-accorhotels-usa-1.wp-ha.fastbooking.com/wp-content/uploads/sites/5/2016/10/16143824/chez2.jpg,N,Y,True,,,,True,True,,,False,True,,True,,True,True,,,,True,,,True,,True,True,"['Penn Center', 'Rittenhouse Square']",Closed,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 12:00 PM,,,,,,,,,,,,,,,,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,True,,3.4,32.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tir Na Nog Irish Bar & Grill,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#tir-na-nog-irish-bar-grill,"Fresh Squeezed Margarita: Hornitos Tequila, Orange Juice, Fresh Squeezed Lemon & Lime Juice, Agave & Grand Marnier with a Salted Rim
Peach Martini: Vodka, Orange Juice, Peach Schnapps, Triple Sec & Lime Juice","Starborough Sauvignon Blanc
Dark Horse Rose","Stateside Orange Seltzer
Strongbow Cider","Cheesesteak Eggrolls
15% off dinner!",,,,,,"1600 Arch St, Philadelphia, PA 19103",39.9545893,-75.167008371508,http://www.tirnanogphilly.com,"['Irish Pub', 'American (New)']",$$,267.0,https://centercityphila.org/uploads/attachments/cj29coi8h0orfwuqdku0ynchn-20170503-111002.0.288.1297.1297.full.png,Y,N,True,,True,,True,True,,False,,True,,,,,False,,True,,True,True,True,True,,True,True,"['Penn Center', 'Logan Square', 'Art Museum District']",11:00 AM - 8:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 8:00 PM,True,,,True,True,True,True,True,,,True,True,,,,True,,,,True,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,True,,,,3.3,31.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fringe Bar,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#fringe-bar,Participating in dinner only. Offering indoor and outdoor dining. Closed Monday and Tuesday.,$45 DINNER,https://centercityphila.org/uploads/attachments/clmexu6e0cbqewnqdpqx1cp2x-fringe2.pdf,https://www.opentable.com/restaurant/profile/1281529/reserve?ref=9169,"140 N Christopher Columbus Blvd, Philadelphia, PA 19106",39.9533718,-75.1404129,https://fringebarphilly.com,"['American (New)', 'Bars', 'Beer Gardens']",,6.0,https://centercityphila.org/uploads/attachments/clkx6hiz2a3tijnqd33nsxut3-fringe-interior.28.0.2000.2000.full.jpg,N,Y,,,,,,True,,,,True,,,,,False,,,,True,,True,True,,,True,['Penn&#x27;s Landing'],Closed,Closed,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 1:00 AM (Next day),11:00 AM - 1:00 AM (Next day),11:00 AM - 9:00 PM,,,,True,,,,,,,True,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,3.3,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capriccio Café and Bar,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#capriccio-café-and-bar,,,,,,,,,,"110 N 16th St, Philadelphia, PA 19102",39.95543595,-75.16650035,http://capricciocafe.com,"['Coffee & Tea', 'Breakfast & Brunch', 'Beer, Wine & Spirits']",$,145.0,https://centercityphila.org/uploads/attachments/cj3kjww9x00b8qwqd5ptl1ors-dsc0206-web.265.27.925.925.full.jpg,Y,N,,True,True,,,True,True,True,,True,,,True,,True,,True,,True,True,True,True,True,True,True,"['Penn Center', 'Logan Square', 'Art Museum District']",8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,,,,True,,,,,,True,True,,,,,,True,,,,True,,,,,,True,,,,,,,,,,,,True,,,,,,,True,True,,,,True,,,,,,,,3.2,8.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellini,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#bellini,Participating in dinner and takeout. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/cllbbv3g2aqmghnqdihnra36o-bellini.pdf,https://www.opentable.com/restaurant/profile/17053/reserve?ref=9169,"220 S 16th St, Philadelphia, PA 19102",39.94909595,-75.16787067802703,https://belliniphiladelphia.com,"['Italian', 'Cocktail Bars', 'Wine Bars']",$$,370.0,https://centercityphila.org/uploads/attachments/ckt3270eo1pibmrqds1x5l4nb-bellini.0.756.3024.3024.full.jpg,N,Y,True,,,,,True,False,True,False,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,['Rittenhouse Square'],4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:00 PM,,,,True,,,True,,,,True,True,,,True,True,,,,True,,,True,True,,,True,,,,,,,,,,,,True,,,,,True,,,,,,,True,,,,,,,,3.1,26.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrenheit 451 Pizza and Bar,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#fahrenheit-451-pizza-and-bar,Margarita,House wines,Domestic beer,"$10 Small Pizza
$7 Cheesesteak Rolls
$7 Wings (6)
$5 Mozzarella Sticks
$5 Caesar Salad
$20 Combo: 6 Wings, 4 Mozzarella Sticks, 3 Fried Shrimp, 1 Cheesesteak Roll & Fries",,,,,,"1815 John F Kennedy Blvd., Philadelphia, PA 19103",39.9545619,-75.17052421055456,https://www.fahrenheit451pizzaandbar.com,"['Pizza', 'Bars']",,12.0,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg,Y,N,,,,,,,,,,True,,True,,,,,,,,,,,,,,"['Penn Center', 'Logan Square']",11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,26.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Frisco's Grille,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#del-frisco-s-grille,Participating in dinner only. Offering indoor dining.,Coming soon.,,https://www.opentable.com/r/del-friscos-grille-philadelphia?ref=9169#reserve,"225 South Broad Street, Philadelphia, PA 19107",39.94865414607718,-75.16459353349245,https://delfriscosgrille.com,"['Bars', 'Diners', 'Breakfast & Brunch']",$$$,193.0,https://merchantview360.com/wp-content/uploads/2019/03/Del-Friscos-Grille-steak-house-in-Philadelphia-PA-dining-room.jpg,N,Y,True,True,True,,True,True,,False,,True,,True,True,,True,True,,,True,,True,True,,True,,"['Avenue of the Arts South', 'Washington Square West']",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:30 PM,11:30 AM - 10:30 PM,12:00 PM - 9:00 PM,,,,True,,,True,True,,,,,,,,,,,,True,,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,3.1,44.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Fontana Della Citta,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#la-fontana-della-citta,Participating in lunch and dinner. Offering indoor and outdoor dining and BYOB.,$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/cllawtxhsb4zw0vqdvz5awogj-lafontanadinner.pdf,https://www.opentable.com/restaurant/profile/20362/reserve?ref=9169,"1701 Spruce St, Philadelphia, PA 19103",39.947682,-75.169754,http://www.lafontanadellacitta.com,['Italian'],$$,431.0,https://centercityphila.org/uploads/attachments/cl792igao2g0twgqdde288icj-la-fontana.0.298.1254.1254.full.jpg,N,Y,True,True,True,,True,True,,,,True,,True,True,True,False,True,True,,,,,True,,True,True,['Rittenhouse Square'],11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,4:00 PM - 11:00 PM,2:00 PM - 10:00 PM,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,2.9,21.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tradesman's,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#tradesman-s,"Trading Sunrises - Hornitos Blanco, OJ, Grenadine","House Red
House White
House Rose",Select drafts,"$6 Mac & Cheese
$6 Fries
$6 Pulled Pork Sliders
$6 BBQ Chicken Fingers
15% off dinner!",,,,,,"1322 Chestnut Street, Philadelphia, PA 19107",39.95060708333334,-75.16260241666667,https://tradesmansphl.com,"['Barbeque', 'Whiskey Bars', 'Beer Bar']",$$,235.0,https://centercityphila.org/uploads/attachments/cjvqrmzr71gozukqd9zklmrgb-tradesmans.663.29.614.614.full.jpg,Y,N,True,True,True,,True,True,,False,,True,,True,True,True,,,True,,,True,True,True,,True,,"['Avenue of the Arts South', 'Penn Center']",4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 11:00 PM,,,,True,,,,,,True,True,True,,,True,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,2.9,20.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagano's Market and Bar,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#paganos-market-and-bar,Hornitos Margaritas,Rotating selections,Rotating selections,$6 Chicken Tenders with Fries,,,,,,"2001 Market St, Philadelphia, PA 19103",39.95361,-75.173199,http://www.paganosmarketandbar.com,"['Sandwiches', 'Italian', 'Cocktail Bars']",$$,85.0,https://centercityphila.org/uploads/attachments/cl4rgcqpf02icvlqdft6r63mj-paganos.0.1008.3024.3024.full.jpg,Y,N,,True,True,,True,True,,,,True,,,True,True,True,,True,,True,True,True,True,,True,True,"['Penn Center', 'Logan Square']",6:30 AM - 9:00 PM,6:30 AM - 9:00 PM,6:30 AM - 9:00 PM,6:30 AM - 9:00 PM,6:30 AM - 9:00 PM,Closed,Closed,True,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,2.9,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladder 15,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#ladder-15,"Hornitos Paloma
Surfside",Pinot Grigio,Micholob ultra,Cheesesteak springroll,,,,,,"1528 Sansom St, Philadelphia, PA 19102",39.95027665,-75.166953880266,http://www.ladder15philly.com,['American (New)'],$$,335.0,https://centercityphila.org/uploads/attachments/cj335cayj002qpjqdwrfp3f7x-4fca22-0235596db30444abb2cafa12607e0074.108.0.471.471.full.jpg,Y,N,True,True,True,,,True,,False,,True,,,True,,False,,True,,,True,True,True,True,True,True,"['Penn Center', 'Rittenhouse Square']",Closed,4:00 PM - 11:00 PM,4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 8:00 PM,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,2.8,18.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misconduct Tavern,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#misconduct-tavern,Paloma,All House Wine,Bud Light,"Mozzarella Sticks
Philly Hot Chicken Wrap
Onion Rings",,,,,,"1801 John F Kennedy Blvd, Philadelphia, PA 19103",39.954295,-75.169931,http://misconducttavern.com,"['American (New)', 'Bars']",$$,156.0,https://centercityphila.org/uploads/attachments/cjhwbem2900134rqd2tudrj5o-misconduct-west.48.0.632.632.full.jpg,Y,N,True,,True,,,True,,,,True,,,True,,True,True,,,True,True,True,True,True,True,True,"['Penn Center', 'Logan Square']",12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,True,,,True,True,True,,True,,,,True,,,True,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,2.8,16.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard Rock Cafe,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#hard-rock-cafe,"Hornitos Jalapeno Infused Spicy Margarita 
White Peach Sangria",House wine,Domestic draft,"Nachos
Onion Rings
Roma Flatbread
15% off dinner!",https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#hard-rock-cafe,Participating in lunch and dinner. Offering indoor dining.,$45 DINNER | $20 LUNCH,https://centercityphila.org/uploads/attachments/clmb096n1bzuiomqd7jc8oynr-23-hrcne-07600-rw-menu-edits-dinner-8-5x11-no-bleeds.pdf,https://www.opentable.com/restaurant/profile/192508/reserve?ref=9169,"1113 Market St, Philadelphia, PA 19107",39.9520644,-75.1595415,https://www.hardrockcafe.com/location/philadelphia,"['American (Traditional)', 'Burgers']",$$,440.0,https://centercityphila.org/uploads/attachments/cjx3k77o530vhvxqdgft1s60k-sipsgraphic.0.0.720.720.full.jpg,Y,Y,True,True,True,,,True,,True,,True,,,,,True,,True,True,True,True,True,True,,True,True,['Market East'],11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 10:00 PM,,True,True,True,,,,,,,True,True,True,,,True,,,,,,False,,,True,,True,True,,,,,,,,,,True,True,,,,,True,,,,,,,True,,,,,,,,2.7,16.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Patio @ Thirteen Restaurant,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#patio-at-thirteen-restaurant,"Hornitos Paloma - Hornitos Tequila, fresh ruby red grapefruit juice, simple syrup and club soda
Blue Margarita - Hornitos Tequila, Blue Curacao, lime juice and simple syrup
Ginger Rose - Código Rosa Tequila, lime juice, elderflower, Domaine De Canton
Pink Champagne Margarita - Tequila, Triple Sec, lime juice, pink lemonade, champagne
Cranberry Moscow Mule - Vodka, fresh squeezed lime, cranberry juice, ginger beer","Woodbridge Chardonnay
Don Miguel Gascon Malbec
Line 30 California Rosé
Nobilo Sauvignon Blanc
Mark West Pinot Noir","Coors Light
Miller Light
Michelob Ultra
Stella Artois
Dogfish Head IPA
Victory Dirtwolf Double IPA","Flatbread
Chilled Tequila Infused Watermelon Lettuce Wraps
Guaca""Mole""
House Turkey Chorizo Smash Tacos
Mojito Loco Sorbet
Entrance on 12th street",,,,,,"1201 Market St., Philadelphia, PA 19107",39.952543000000006,-75.16060407927046,https://www.marriott.com/en-us/hotels/phldt-philadelphia-marriott-downtown/dining,,,4.0,https://centercityphila.org/uploads/attachments/cljxagw2g8wllypqdpgvc48a0-mc-phldt-13-outdoor-patio-11462.450.0.1800.1800.full.jpg,Y,N,True,,True,,,True,False,False,False,True,,True,True,True,,,,,True,,True,True,,True,True,['Market East'],6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,6:30 AM - 10:00 PM,,True,,True,,,,,,,True,True,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,True,,,,,,,True,,,,,,,,2.8,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArtBar at Sonesta Hotel,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#artbar-at-sonesta-hot,"Man With No Name - Hornitos Reposado, Grapefruit Juice, Lime, Agave
Rum Swizzle - Rum, Bitters, Citrus Sour Mix, Mint, Lime
Craft Cosmo - Vodka, Orange Liqueur, Simple Syrup, Lime Juice","Joel Gott Sauvignon Blanc
Cantina Pinot Grigio
Collier Creek Cabernet
Day Owl Rose","Michelob Ultra
Modelo Especial
Yards IPA
Sam Adams Summer Love","Burrata Toast
Hummus Trio
Pimento Cheese Deviled Eggs
Loaded Tater Tots
15% off dinner!",,,,,,"1800 Market St, Philadelphia, PA 19103",39.9530458,-75.1702822,https://www.sonesta.com/sonesta-hotels-resorts/pa/philadelphia/sonesta-philadelphia-rittenhouse-square#hoteldetails_dining,"['Hotels', 'Coffee & Tea', 'Lounges']",$$,38.0,https://centercityphila.org/uploads/attachments/cl3udmic40p8jvsqd2mkq01l5-artbar.205.0.782.782.full.jpg,Y,N,,True,True,,,True,,False,False,True,,,,,False,,,,True,True,True,True,,,True,"['Penn Center', 'Rittenhouse Square']",6:30 AM - 2:00 AM (Next day),6:30 AM - 2:00 AM (Next day),6:30 AM - 2:00 AM (Next day),6:30 AM - 2:00 AM (Next day),6:30 AM - 2:00 AM (Next day),6:30 AM - 2:00 AM (Next day),6:30 AM - 2:00 AM (Next day),True,,,,,,True,True,,,True,,,,True,,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,2.8,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uptown Beer Garden,https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#uptown-beer-garden,"Pineapple Lemonade - Hornitos Blanco, Pineapple Juice, Lemonade","House Red
House White
House Rose",Select drafts,"$5 Pretzel
$5 Fries
$5 1/4lb hot dog
15% off dinner!",,,,,,"1500 John F Kennedy Blvd, Philadelphia, PA 19102",39.95347419843962,-75.16587717408699,https://www.uptownbeer.com,['Beer Gardens'],,32.0,https://centercityphila.org/uploads/attachments/cj0y4uf6z0cq9yvqd5m3xt7do-1608-ccd-sips-2792.1400.8.4992.4992.full.jpg,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,"['Penn Center', 'Logan Square', 'Art Museum District']",4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 2:00 AM (Next day),4:00 PM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart House,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#chart-house,"Participating in dinner only. Offering indoor dining.  Not participating on Saturday, September 16 and Saturday, September 23.",$45 DINNER,https://centercityphila.org/uploads/attachments/clmexrjffcajhsaqdibo2hhx7-charthouse.pdf,https://www.opentable.com/r/chart-house-restaurant-philadelphia?ref=9169#reserve,"555 S. Columbus Blvd, Philadelphia, PA 19147",39.941185,-75.1404988,https://www.chart-house.com/location/chart-house-philad,"['Seafood', 'Steakhouses', 'Venues & Event Spaces']",$$$,418.0,https://centercityphila.org/uploads/attachments/clm9jhpk4c4kqhnqd02g8e1nh-charthouse.217.0.871.871.full.jpg,N,Y,True,True,True,True,True,True,,False,,True,,True,True,,True,True,,,True,True,True,True,,True,True,['Penn&#x27;s Landing'],4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 9:00 PM,4:30 PM - 10:00 PM,4:30 PM - 10:00 PM,11:00 AM - 9:00 PM,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,True,,,,,,,,2.6,32.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCormick & Schmick's,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#mccormick-schmicks,Participating in dinner and takeout. Offering indoor and outdoor dining.,Coming soon.,,https://www.opentable.com/restaurant/profile/6690/reserve?ref=9169,"1 S Broad St, Philadelphia, PA 19107",39.95116265,-75.1635119626803,http://www.mccormickandschmicks.com,"['Seafood', 'Steakhouses', 'Southern']",$$,449.0,https://centercityphila.org/uploads/attachments/civ1adx32007uvrqdtvhu4lk8-mccormick-schmick-s-cedar-plank-salmon.159.0.832.832.full.jpg,N,Y,True,True,True,,,True,,False,,True,,,True,True,True,True,,,True,True,True,True,,True,True,"['Penn Center', 'Avenue of the Arts South']",11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 9:00 PM,11:30 AM - 10:00 PM,11:30 AM - 10:00 PM,11:30 AM - 9:00 PM,,,,True,,,,,,,True,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,2.6,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Winery,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#city-winery,Participating in dinner only. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/cllkwb958awa5saqdna2mb8ub-citywinery.pdf,,"990 Filbert St, Philadelphia, PA 19107",39.9522713,-75.156091,https://citywinery.com/philadelphia,"['Wine Bars', 'Venues & Event Spaces', 'American (New)']",$$$,242.0,https://centercityphila.org/uploads/attachments/cl2i2gt9ra24pjwqdpydzhbj1-city-winery-2.380.0.1174.1174.full.jpg,N,Y,True,,True,True,True,True,,,,True,,True,True,,True,,True,,True,True,True,True,True,,,['Market East'],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 10:00 PM,,,,True,,,,,,,True,True,True,,True,True,,,,,,False,,True,,,True,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,2.6,31.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blume Food & Cocktail,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#blume-food-cocktail,Participating in dinner only. Offering indoor and outdoor dining.,Coming soon.,,,"1500 Locust Street, Philadelphia, PA 19102",39.94824265,-75.16654758167297,http://blumephilly.com,"['Bars', 'Breakfast & Brunch', 'Burgers']",$$,201.0,https://centercityphila.org/uploads/attachments/cjyyyn3mb0xi2q0qd56bv6l4m-26297152.0.0.640.640.full.jpg,N,Y,True,True,True,True,True,True,False,False,False,True,True,True,True,,False,,True,,True,True,True,True,,,True,['Rittenhouse Square'],4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,4:00 PM - 11:00 PM,1:00 PM - 11:00 PM,1:00 PM - 11:00 PM,True,,,True,,,,,,,True,,True,,True,True,,,,,,False,,,,,True,,,,,,,,,,,,True,,True,,,,,,,,,,True,,,,,True,,,2.6,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Morris,,,,,,https://centercityphila.org/explore-center-city/ccd-restaurant-week/list-view#the-morris,Participating in dinner only. Offering indoor and outdoor dining.,$45 DINNER,https://centercityphila.org/uploads/attachments/cllntidfob0pxwnqd3k9m2rbh-themorris.pdf,https://www.opentable.com/restaurant/profile/1281526/reserve?ref=9169,"225 S 8th St, Philadelphia, PA 19107",39.947374,-75.15429,http://themorrisphilly.com,,,4.0,https://centercityphila.org/uploads/attachments/cll0xllj9a5utypqd59wtd233-morris.0.500.3000.3000.full.jpg,N,Y,,,True,,,True,,,,True,,,,,True,,,,True,,True,True,,,True,['Washington Square West'],4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 9:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 9:00 PM,,,,True,,,,,,,True,True,True,,,True,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,2.5,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
