Name,Address,SIPS_URL,Website,Latitude,Longitude,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_PHOTO
Finn McCools Ale House,"118 S 12th Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#finn-mccools-ale-house,http://www.finnmccoolsphilly.com,39.9497363,-75.1604902,,,,,https://centercityphila.org/uploads/attachments/cj2qczaze0o44j9qd5izwm2r1-picture4.509.23.2281.2281.full.jpg
Flambo Caribbean Restaurant,"205 S 13th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#flambo-caribbean-restaurant,http://www.flamboh.com,39.9485068,-75.16197685,"Hornitos Specials - IBIZA, Pink Lemonade, and rosemary simple syrup
Sex on the Boat- Coconut Rum, Melon, Blue Curacao, and Lemon Lime
Moko Jumbie Rum Punch- Coconut Rum Liqueur, Guava, and Mango 
Tan Tan - Vodka, Triple Sec, and Guava 
Soucouyant- Mezcal, Light Spice, Passion Fruit
Spicy Margarita- Tequila, Triple Sec, Tajin, and Choice of Flavors
Hornitos Special","Bogle Cabernet
Bogle Chardonnay","Carib Lager - 5.0% Trinidad % Tobago
Red Stripe Lager - 4.7% Jamaican
Guinness Stout - 5.6% Ireland
Lagunitas IPA - 6.2% Chicago
Stella Artois Pilsner - 5.0% Belgium
Blue Moon Wheat Ale - 5.4% Belgium
Corona - 4.6% Mexico
Kingfisher Lager - 4.8% Indian","Coconut Shrimp
Pholourie
Roast Pork
Samosa
Wings
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/clic5zzhv72e5ypqdft5pjswi-flambo-exterior.0.425.3024.3024.full.jpg
The Franklin Mortgage & Investment Company,"1715 Rittenhouse Square, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#franklin-mortgage-investment-company,http://thefranklinbar.com,39.94832143,-75.169697,,,,,https://centercityphila.org/uploads/attachments/clvv6agyc1uvlwpqdmj7g53i1-franklin-bar.266.0.1067.1067.full.jpg
Giuseppe and Sons,"1523 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#giuseppe-and-sons,https://giuseppesons.com,39.95045235,-75.16619876,,,,,https://centercityphila.org/uploads/attachments/cjqicsqg12qgxpbqdqzmao2gi-gsinteriors-83.1660.0.5071.5071.full.jpg
The Goat Rittenhouse,"1907 Sansom St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-goat-rittenhouse,https://www.thegoatrittenhouse.com,39.95120837,-75.17230359,Blood Orange Agave Fizz,Spinelli Pinot Grigio,Love City Lager,"Blistered Shishito Peppers | $4
Pierogies | $7
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cl448gtnv1383u2qdorywe1jq-thegoat.0.71.1170.1170.full.jpg
Gran Caffe L'Aquila,"1716 Chestnut St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#gran-caffe-l-aquila,http://grancaffelaquila.com,39.95118775,-75.16953316,"Margarita Calabrese - Hornitos Tequila, Caffo Orange Liqueur, fresh squeezed lemon & a limoncello kiss.","Bianco: Falanghina Sanino - Historic white featuring wild flower aroma & a dry crisp finish
Rosso: Bardolino Classico - Medium body featuring notes of black currant & spice.",Peroni - The Original Italian Lager. A high quality malt & hop lager,"Assaggi - Italian for Small Bites
Bruschetta - One slice of fire roasted rustic bread topped with roasted pepper caponata $3.5 Add Fior di Latte Mozzarella $4.9
Truffled Parmigiano Fries - Crispy fries topped with Parmigiano & Truffle accents $5.9
Arancini - Sicilian rice ball filled with a veal & pork ragu, fior di latte mozzarella, peas, & tomato sauce. $5.9
Melanzana Parmigiana - Italian eggplant, fresh ricotta, fior di latte mozzarella & tomato sauce layered & baked to perfection. $6.9
Carciofi Fritti - Flash fried artichokes served with fresh lemon $6.5",https://centercityphila.org/uploads/attachments/ckea7wbce2uhykxqd95mjcpxy-d8b02824-5f8f-4d3c-8aa3-1947ecc645ff.289.0.729.729.full.jpg
Hard Rock Cafe,"1113 Market St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#hard-rock-cafe,https://www.hardrockcafe.com/location/philadelphia,39.9520644,-75.1595415,,House Wine,,,https://centercityphila.org/uploads/attachments/cjx3k77o530vhvxqdgft1s60k-sipsgraphic.0.0.720.720.full.jpg
Harp & Crown,"1525 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#harp-crown1,http://harpcrown.com,39.9505401,-75.1668604,,,,,https://centercityphila.org/uploads/attachments/ciygaumsv0klnuwqdo25fk4z6-20161118harp-crown-brighter-17.301.0.1800.1800.full.jpg
The Hayes,"1123 Walnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-hayes,http://www.thehayesphl.com,39.9489302,-75.1600819,,,,,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
Hi-lo Taco Co.,"1109 Walnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#hi-lo-taco,https://www.hilotacoco.com,39.9488634,-75.159579,"Dirty Martina - Hornitos Blanco, herbal liquor, house pickle brine
Hi-Lo Margarita -Tequila, lime, agave
Ranch Water - Super sparkling water, orange liquor, choice of tequila or vodka","Pinot Grigio
Pinot Noir",Tecate,"Jumbo Buffalo Wings - Smoked and fried with house buffalo sauce
Jumbo BBQ Wings - Smoked and fried with guajillo bbq sauce
Chips & White Cheddar Queso
Dip Trio - Chips with Queso, Guacamole & Salsa",https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
High Street,"101 S. 9th Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#high-street,http://HighStreetPhilly.com,39.948915,-75.155572,"Cloudless Sky - Hornitos, basil tincture, Strega, lime",House Rosé,Seasonal Beer,Marghertia Pizza,https://centercityphila.org/uploads/attachments/clvdv4uhv16c05aqdrjmlu24r-high-street-interior-bar-046-final-credit-jason-varney.499.0.2001.2001.full.jpg
Howl at the Moon,"258 S 15th St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#howl-at-the-moon,http://howlatthemoon.com,39.9476975,-75.1665331,,,,,https://centercityphila.org/uploads/attachments/cj2lxy3dx00qn9vqdkvb4m3ov-howl-at-moon.0.39.700.700.full.jpg
Independence Beer Garden,"100 S Independence Mall W, Philadelphia, PA 19106",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#independence-beer-garden,http://phlbeergarden.com,39.948356,-75.151069,"Down the Shore - Citrus Vodka, Raspberry, Lemon 
Paloma - Hornitos, Grapefruit, Soda","House Rose
House White
House Red",Miller Lite,"Cheeseburger Sliders
Spicy Caesar
Chicken Wings
French Fries
Pickle Chips",https://centercityphila.org/uploads/attachments/citfta73q00c30wqdg0iu23vj-16-report-outdoor-seating-002.217.0.960.960.full.jpg
Iron Hill Brewery & Restaurant,"1150 Market Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#iron-hill-brewery-restaurant,https://ironhillbrewery.com/location/philadelphia-pa,39.9517161,-75.1595773,"Margarita -Hornitos Tequila, triple sec, sour mix
Mojito -Rum, lime juice, simple syrup, mint
Vodka Lemonade - Vodka, triple sec, house lemonade
Whiskey Sour  - Whiskey, triple sec, sour mix","House White
House Red","Iron Hill Light Lager
Vienna Red Lager
Homestead Farmhouse Ale
Brambleberry Farmhouse Ale
Sunny in Pils-adelphia
Pig Iron Porter
Philly Phavorite IPA","Fried Chicken Sandwich $4
Cheddar Bacon Cheese Puffs $4
Southwest Veggie Quesadilla $5.50
Beer Cheese Dip $5",https://centercityphila.org/uploads/attachments/cjqsixkty3k2bpbqd2pvxv7h6-ironhillpic.0.0.585.585.full.jpg
Kook Burger & Bar,"2102 Market St., Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#kook-burger-bar,https://www.kookburgerbar.com,39.95374339,-75.17528855,Spicy Peach Hornitos Margarita - Hornitos Tequila and muddled jalapeno,Kendall Jackson Pinot Noir,Modelo,"Loaded Onion Rings
Nachos
Poutine Fries
Truffle Fries
Brussels Sprouts
Jalapeno Poppers",https://centercityphila.org/uploads/attachments/clidm04v373vvypqdvlw21ad3-kookburger.0.262.1290.1290.full.jpg
Ladder 15,"1528 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#ladder-15,http://www.ladder15philly.com,39.95027665,-75.16695388,"Hornitos Paloma
Surfside","Pinot Grigio
Pinot Noir","Corona
White Claw","Cheesesteak springrolls
Hummus",https://centercityphila.org/uploads/attachments/cj335cayj002qpjqdwrfp3f7x-4fca22-0235596db30444abb2cafa12607e0074.108.0.471.471.full.jpg
Libertine,"261 S. 13th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#libertine,http://www.libertinephilly.com,39.9468161,-75.1624829,,"Pinot Grigio
Chardonnay
Sauvignon Blanc
Tempranillo, Nebbiolo
Malbec",Assorted locals (some under $5),"BBQ Chicken Flatbread
Baked Brie with Fig Jam
Cheesesteak EggrollsPlus
Many more!
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cjw9uytqc216vukqdkqrzayqy-phil0354.666.0.2667.2667.full.jpg
Lucky Strike,"1336 Chestnut St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#lucky-strike,https://www.luckystrikeent.com/?gad_source=1&radius=25,39.9506774,-75.1632811,"Hornitos Strawberry Margarita-Hornitos Tequila, Triple Sec, Watermelon Puree,  Sour Mix
Hornitos Watermelon Margarita-Hornitos Tequila, Triple Sec, Watermelon Puree, Sour Mix
Hornitos Mango Margarita-Hornitos Tequila, Triple Sec, Mango Puree, Sour Mix
Hornitos Lime Margarita- Hornitos Tequila, Triple Sec, Lime Juice, Simple, Sour Mix","Pinot Grigio 
Sauvignon Blanc 
Chardonnay
Pinot Noir
Cabernet","Bud Light
Miller Lite","Cheesy Dippers - $4.50
Bavarian Pretzels - $6
Mozzarella Bits - $4.50
Crispy Cauliflower Bites - $4.50",https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
Lucy's Bar,"1720 Chestnut St., Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#lucys-bar,http://lucysphiladelphia.com,39.9513917,-75.16962681,"Hornitos Mango Margarita - Hornitos, Triple Sec, Lime juice, Mango",White Wine,Tecate,"Garlic Butter Soft Pretzel Bites
Fried Cheese Curds",https://centercityphila.org/uploads/attachments/clvl16qmh1fdpb5qd2brhyhy5-lucys.341.0.1365.1365.full.jpg
Marathon 16th & Sansom,"121 S 16th St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#marathon-16th-sansom,http://www.eatmarathon.com,39.9504294,-75.1672599,Hornitos Hornitos Peach or Blackberry Margaritas,House Red or White,Michelob UItra,"All $6 & $7
Chicken Wings
Cheese Steak Nachos
Brisket Fries, Flat Bread
Chicken Tacos
Cheeseburger Sliders
Buffalo Cauliflower
Fire Roasted Salsa & Chips between",https://centercityphila.org/uploads/attachments/cjvwkkw6k1njewrqdbynj1ml7-capture.0.0.538.538.full.png
Misconduct Tavern,"1801 John F Kennedy Blvd, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#misconduct-tavern,http://misconducttavern.com,39.954295,-75.169931,Hornitos Paloma,Pinot Grigio,Victory Summer Love,"Burger Sliders
Please note, Misconduct Tavern will be closed on Wednesday, August 7.",https://centercityphila.org/uploads/attachments/cjhwbem2900134rqd2tudrj5o-misconduct-west.48.0.632.632.full.jpg
Miss Saigon Vietnamese Restaurant and Lounge,"1316 Walnut St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#miss-saigon,http://misssaigonphilly.com,39.94895255,-75.16287297,"Spicy Limeade - Hornitos Tequila, Condensed Milk, Lime Juice
Viet 75 - Gin, Lemongrass Syryp
Ha Long Bay Sunrise - Citron Vodka, Aperol, Lemon, Blood Orange","Red - Rubicone Sangiovese
White - Lujan de Cuyo Sauvignon Blanc
Rose - Sabine Aix-En-Provence Rose","Singha
Kirin Light
Lucky Buddha
Tiger
Hoegaarden","Braised Pork Belly Bao (2pc) - Quail eggs, pickled shallots, daikon,carrots, Thai chili aioli
Shrimp & Pork Spring Rolls (2pc) - Pork or Vegetarian
Saigon Grilled Skewers (2pc) - Beef, Chicken, Pork, or Tofu
Skinni Mini Bánh Mì (2pc) - Grilled Beef, Grilled Pork,Grilled Lemongrass Chicken, or Tofu
Bánh Khọt (3pc) - Savory mini pancakes with shrimp and pork. Vegetarian: Tofu & Mushrooms
Saigon Fries Misted With Fish Sauce - Served with coconut turmeric aioli.
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/clr8br81l1xmwafqd70byzdba-miss-saigon.1.0.590.590.full.png
Morea,"110 South 11th St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#morea,https://moreaphilly.com,39.9497889,-75.1589017,"Heat of the Night - Hornitos Tequila, mango, agave
Aperol Spritz - Aperol, prosecco, club soda",Rose,Yards IPA,"$5 - Shrimp Fried Rice - Carrots, celery, egg, scallions, tamari sauce
$8 - 2 Blackened Fish Tacos - Tilapia with homemade pico, avocado crema, red cabbage on flour tortillas
$7 - Zucchini and Cauliflower Tempura - Tempura vegetables with ginger soy dipping sauce",https://centercityphila.org/uploads/attachments/cksizpf5215avojqdsm28d6sa-morea-photo.960.0.3840.3840.full.jpg
The Morris,"225 S 8th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-morris,http://themorrisphilly.com,39.94736765,-75.15410715,"D-tea - Hornitos Tequila, vodka, rum, peach liqueur, black
tea, orange syrup, lemon, sprite
Brillante - Infused rum, solstice syrup, lime, basil, club & lime soda
Late Night, Early Morning - Vodka, coffee liqueur, coffee concentrate, spritz of lemon
Morris House Old Fashioned - Bourbon, orange syrup, peach & orange bitters
Morris House Old Fashioned - Bourbon, orange syrup, peach & orange bitters","La Terre Cabernet
La Terre Chardonnay","New Trail Lazy
Down East Cider
Troegs Graffiti IPA
Love City Lager","Shrimp Cocktail | $11
Pulled Pork Slider |11
Charred Broccoli | $9
The Morris Jr | $11",https://centercityphila.org/uploads/attachments/clvl14fxx1ghcwpqdajr4kk3p-the-morris-courtyard.170.0.629.629.full.jpg
The Mulberry on Arch,"1835 Arch St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-mulberry-on-arch,https://www.themulberryphl.com,39.95565685,-75.17078037,,,,,https://centercityphila.org/uploads/attachments/cl3udv7no0p5xriqdotix9b8q-mulberryuse.355.0.1382.1382.full.png
Nabrasa Brazilian Steakhouse,"1901 John F Kennedy Blvd, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#nabrasa-brazilian-steakhouse,http://nabrasa.com,39.9547162,-75.17199872,"Passion Fruit Margarita - Hornitos, Agave, Passion Fruit & Lime Juice Amazon Princess - Hornitos Tequila, passion fruit, mango, guava, and agave syrup","Canyon Oaks Chardonnay
Canyon Oaks Merlot","Bud Light
Yuengling Traditional Lager
Corona Extra","$6 - Wings - 5 Wings, carrots, celery, bleu cheese or ranch. Mild | Hot | Garlic Parmesan | Bourbon BBQ | Sesame Honey 
$8 - Seafood Salad - Shrimp, scallops, calamari, olive oil, cilantro, onions, lemon juice 
$ 6 - Brazilian Pastel- Deep-fried thin dough filled with provolone cheese and served with malagueta pepper jelly",https://centercityphila.org/uploads/attachments/clw89eg072ct2hwqdxfo2dwui-nabrasa.0.0.800.800.full.jpg
Pagano's Market and Bar,"2001 Market St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#paganos-market-and-bar,http://www.paganosmarketandbar.com,39.95361,-75.173199,,,,,https://centercityphila.org/uploads/attachments/cl4rgcqpf02icvlqdft6r63mj-paganos.0.1008.3024.3024.full.jpg
Patchwork,"1620 Chancellor St., Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#patchwork,https://patchworkphilly.com,39.94923025,-75.16871865,,,,,https://centercityphila.org/uploads/attachments/cl4yo61be08cos5qdtqyfflvv-patchworkbar.2007.0.4194.4194.full.jpg
Pearl & Mary,"114 S 13th St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#pearl-mary,https://www.pearlandmary.com,39.94963295,-75.16188572,"Paloma -Hornitos Tequila, Grapefruit, Soda Gimlet: Vodka, Lime, Simple","Spinelli Pinto Grigio
Barbara Rose
Cardiff Merlot
Fet d'Or Sparkling",Love City Lager,"clam $1
oyster $2
shrimp $3
daily crudo $7
chicken sandwich $7
smash burger $7
fish sandwich $7
mussel toast $3
deviled eggs $4
fish fritter $6
fries $4",https://centercityphila.org/uploads/attachments/clhtl8zh56oho0vqdg15t4vv9-pearl-and-mary.600.0.2400.2400.full.jpg
Pizzeria Vetri Rittenhouse,"1615 Chancellor St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#pizzeria-vetri-rittenhouse,http://pizzeriavetri.com,39.9493994,-75.16841,Seasonal draft cocktails selection - Citrus Margarita,Seasonal draft wine selection,Seasonal draft beer selection,"$10 Selected Pizza (Margherita, Marinara, Maurizio)",https://centercityphila.org/uploads/attachments/clcrwv6etssfswgqdbai4wv8p-pizzeria-vetri.200.0.800.800.full.png
Prunella,"112 S 13th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#prunella,https://prunellaphl.com,39.94964342,-75.16188346,Pistola ROSA,"House Wine: Red, White or Rose",Happy Hour Beer,"SNACKS: pizza, arancini, slider",https://centercityphila.org/uploads/attachments/cl3udxaaw0p6driqd94fo2kz4-prunella-use.269.0.962.962.full.jpg
Restaurant Aleksandar,"126 S 19th Street, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#restaurant-aleksandar-2,,39.9513407,-75.1705557,"C’est la Vie - ypioka cachaça | aperol | hornitos tequila | watermelon | jalapeno | sugar cane
Serbian Kiss - plum brandy | crème de violette | lemon | blueberry lavender
Blood Orange Margarita - hornitos tequila | limes | sugar cane
Tom Collins - gin | lemon | fever-tree club soda
Rittenhaus Punch - seasonal selection of Spirits and/or wine and fresh juices","Tempranillo - Bodega Vicente Sanz, 'Miralalba', Castilla y Leon, Spain, 2020
Chardonnay - Domaine de La Tour, 'Tour de Gatigne', 2021
Prosecco - Giuliano Rosati, Veneto, Italy, NV","Peroni 'Nastro Azzurro - European Lager, 5.1% Rome, Italy
Früh Kolsch - Blonde Ale, 4.8% Cologne, Germany","Pierogi - onion jam | celery salad | cheddar mash | max hosey crème fraiche $6
Deviled Eggs - pancetta | trout roe | chive $6
PEI Mussels - saffron sauce | dijon mustard | toasted sourdough $10
Beef Tartare - caramelized onion | sunchoke| pickled peppers| sesame seed baguette $9
Crispy Brussel Sprouts - sweet & sour sauce | toasted pepitas | shishito peppers | candied citrus $12",https://centercityphila.org/uploads/attachments/cll9nk80cajh1m8qddx6ii38s-restaurantaleksandar.487.0.1566.1566.full.png
Sampan,"124 S 13th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#sampan7,http://www.sampanphilly.com,39.9495191,-75.1622021,"Penang Paloma - Hornitos, Grapefruit, Lemongrass, Guava","Chardonnay
Cabernet",New Trail Crisp Lager,"$7:
KOREAN BBQ BEEF SATAY Short Rib, Kim Chee, Ginger 
VIETMANESE CHICKEN Pickled Papaya, Nước Chấm 
CRISPY BRUSSELS SPROUT Puffed Rice, Fish Sauce, 
Chili ROASTED BROCCOLI Pine Nut, White Soy, Garlic 
KIM CHEE FRIED RICE Shrimp, Shallot, Poached Egg
$8:
PORK BAO Pork Belly, Shallot, Mint 
CHILI CRISP CHICKEN BAO Pickled Cucumber, Dill, Chili 
KOBE HOT DOG (3) Smoked Mustard KOBE SLIDER (2) Swiss, Yakitori, Brioche 
EDAMAME DUMPLING Truffle, Pea Shoot, Sake Broth 
MUSHROOM SHUMAI Shiitake, Jasmine Rice, Soy 
PORK POTSTICKER Soy, Sesame, Scallion 
KUNG PAO CHICKEN WING Celery, Basil, Peanut",https://centercityphila.org/uploads/attachments/civiimo6s016fmpqdw3tay7l6-sampan-rw-photo-by-e-mencher-for-visit-philadelphia-r.39.0.603.603.full.jpg
Strangelove's,"1112 Chestnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#strangeloves,http://strangelovesbeerbar.com,39.9500571,-75.15919019,,,,,https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
Sueno,"114 S. 12th St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#sueno,http://suenophilly.com,39.9498686,-75.1606032,Hornitos Passionfruit Margarita,"House Red 
House White
House Rose","2SP Up & Out
Modelo","$7 Beef or Chicken Empanada
$5 Street Corn
$5 Veggie Nacho 
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cl3udyvny0p6jriqdrrn8w8xa-sueno.6.0.1158.1158.full.jpg
Sura Indian Bistro,"1726 Chestnut St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#sura-indian-bistro,https://www.surabistro.com,39.9515042,-75.1698515,"Jango Mango - Hornitos Tequila, House Special Mango Puree
Endless Summer -Vodka, Elderflower Liqueur, Ginger Syrup","Valdinevola Italy Pinot Grigio
Valdinevola Italy Cabernet / Merlot Blend","Troegs Perpetual IPA
Love City Lager","Veggie Samosa $4
Pastry Shell Filled with Potatoes and Green Peas, Served with House Mint Sauce

Chicken 65 $7
Chicken Sautéed in Tangy “65” Sauce with Cilantro & Sesame

Amritsari Fish Fry $7
North Indian Style Fish Fingers Coated with Chickpeas Flour and Cardamom Seeds",https://centercityphila.org/uploads/attachments/cktiohlqd29qppeqdo66u5jyn-ancient-spirits-grille.106.6.929.929.full.jpg
Taste Cheesesteak Bar,"1809 John F Kennedy Blvd, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#taste-cheesesteak-bar,https://www.tastecheesesteaks.com,39.95430708,-75.17003386,"Drop your location lemon drop with Hornitos $7 
The NTN90 Crown Apple mule $7 
Jolly Rancher $6 
House Margarita $6 
Tequila Sunrise $6 
House Punch $6",All Wine,"$3
Coors Light, Bud Light, Corona, Miller Light, Stella Artois, Michelob Ultra, Yuengling
$4
Ultra Budweiser, Heineken, Modelo
$4.50
Specialty","Chicken wings and French fries $12
Chicken Cheesesteak roll w/ French fries $14 
Beef Cheesesteak Roll w/ French fries $14",https://centercityphila.org/uploads/attachments/clvy67ul626vodjqdqp22kirt-taste-cheesesteak.0.1000.4000.4000.full.jpg
Thanal Indian Tavern,"1939 Arch Street, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#thanal-indian-tavern,https://www.thanalphilly.com,39.95573105,-75.17256255,"Moscow Mule
Thanal Craft Cocktail
Tamarind Margarita
Mango Margarita","Malbec
Merlot
Pinot Noir","King Fisher
Taj Mahal
Yuengling Lager
Blue Moon
Sam Adam","Chicken 65
Onion Pakoda
Sundal",https://centercityphila.org/uploads/attachments/cjvqpu1f81gj8rfqdp8i70n1t-capture.0.7.822.822.full.png
Time Restaurant,"1315 Sansom St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#time-restaurant,http://www.timerestaurant.net,39.95005455,-75.16263828,"The Swifty: Hornito's tequila, Aperol, lime juice, cranberry juice, ginger beer.","Merlot
Pinot Grigio",Kenzinger,"Deviled eggs
Pulled pork sliders
Mussels in red sauce",https://centercityphila.org/uploads/attachments/cj2rpr9n500lk92qdmkjqkiw7-time-dining-1.110.0.1500.1500.full.jpg
Tir Na Nog Irish Bar & Grill,"1600 Arch St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#tir-na-nog-irish-bar-grill,http://www.tirnanogphilly.com,39.9544332,-75.1667563,,,,,https://centercityphila.org/uploads/attachments/cj29coi8h0orfwuqdku0ynchn-20170503-111002.0.288.1297.1297.full.png
Top Tomato Bar & Pizza,"116 S 11th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#top-tomato-bar-pizza,https://www.toptomatophilly.com,39.9495956,-75.15896867,"Hornitos Paloma: Hornitos Tequila, Grapefruit, Soda, Lime
Espresso Martini: Borghetti Cafe Espresso, Vodka, Coffee Liqueur
Banana Daiquiri: Spiced Rum, Creme de Banana, Sour
French Martini: Vodka, Pineapple, Black Raspberry","House Cabernet
House White
Champagne","Bud Light
Modelo Especial
Kona Big Wave
Yards Pale Ale
Yuengling Lager
Michelob Ultra","Cheesesteak Sliders
Cheeseburger Sliders
Bruschetta
Penne Vodka
Cheesy Garlic Bread
Cheese Fries
Jalapeno Poppers
Onion Rings
Zucchini Sticks
Buffalo Chicken Egg Rolls
Cheesesteak Egg Rolls",https://centercityphila.org/uploads/attachments/cky4i44755fh8njqdq6foe7fa-top-tomato.0.628.3024.3024.full.jpg
Tradesman's,"1322 Chestnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#tradesman-s,https://tradesmansphl.com,39.9506137,-75.1627406,"$7 Hornitos Spicy Paloma (Triple Sec, Jalapeno simple syrup, grapefruit juice)
$ 7 Hornitos Ranch Water (hornitos, lime juice, sparkling water)","House Red
House White
House Rose","Kenzinger
2SP Up & Out
Yards Brawler","$6
Mac & Cheese
Cheese Fries
Pulled Pork Sandwiches
BBQ Chicken Fingers
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cjvqrmzr71gozukqd9zklmrgb-tradesmans.663.29.614.614.full.jpg
Treble & Bass,"219 S Broad Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#treble-bass,https://www.cambriaphiladelphia.com/en-us/dining,39.94879405,-75.16456372,,,,,https://centercityphila.org/uploads/attachments/cjv74hqb90w8hs6qdcaa40kqh-pa776bar1.892.0.3333.3333.full.jpg
Uptown Beer Garden,"1735 John F Kennedy Blvd, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#uptown-beer-garden,http://www.bruphilly.com,39.95415773,-75.1687921,"Hornito's Uptown Vibes (Hornito's, Triple Sec, Blood Orange, Lime Juice)","House Red 
House White 
House White Rose","2SP Up & Out
Troegs Dreamweavers
2SP Poni Boi","$5 Snack: 
Single Smash Burger
soft pretzel
1/4 LB hot dog
Boardwalk Fries
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cj0y4uf6z0cq9yvqd5m3xt7do-1608-ccd-sips-2792.1400.8.4992.4992.full.jpg
